	IntA	IntB	originCol	qualityIntact	qualityBiogrid	confirmed
802	AT1G30880	AT4G26110	PvA	binary	binary	TRUE
803	AT3G29770	AT4G26110	PvA	#N/A	#N/A	FALSE
804	AT1G09700	AT5G41070	PvA	HQ	HQ	TRUE
805	AT1G09700	AT3G58380	PvA	#N/A	#N/A	FALSE
806	AT3G18140	AT4G14560	PvA	binary	binary	TRUE
807	AT3G54130	AT5G05690	PvA	#N/A	#N/A	FALSE
808	AT1G18710	AT3G54130	PvA	#N/A	#N/A	FALSE
809	AT3G50330	AT4G00120	PvA	#N/A	#N/A	FALSE
810	AT1G07210	AT4G00120	PvA	#N/A	#N/A	FALSE
811	AT1G04100	AT1G04240	PvA	#N/A	#N/A	FALSE
812	AT1G04240	AT5G52547	PvA	#N/A	#N/A	FALSE
813	AT3G23030	AT4G14560	PvA	HQ	binary	TRUE
814	AT3G56910	AT4G26110	PvA	#N/A	#N/A	FALSE
815	AT1G08580	AT4G26110	PvA	#N/A	#N/A	FALSE
816	AT2G43060	AT4G26110	PvA	binary	binary	TRUE
817	AT3G06590	AT4G26110	PvA	#N/A	#N/A	FALSE
818	AT3G62870	AT4G26110	PvA	#N/A	#N/A	FALSE
819	AT2G43790	AT5G07260	PvA	#N/A	#N/A	FALSE
820	AT1G09700	AT1G50670	PvA	#N/A	#N/A	FALSE
821	AT1G09700	AT3G22490	PvA	#N/A	#N/A	FALSE
822	AT1G09700	AT4G19200	PvA	#N/A	#N/A	FALSE
823	AT4G33950	AT5G39360	PvA	#N/A	#N/A	FALSE
824	AT2G26560	AT4G35620	PvA	#N/A	#N/A	FALSE
825	AT2G39760	AT4G22720	PvA	binary	binary	TRUE
826	AT1G12120	AT2G39760	PvA	#N/A	#N/A	FALSE
827	AT2G39760	AT4G14160	PvA	#N/A	#N/A	FALSE
828	AT1G25490	AT3G62550	PvA	#N/A	#N/A	FALSE
829	AT1G25490	AT5G17710	PvA	#N/A	#N/A	FALSE
830	AT1G25490	AT3G02140	PvA	#N/A	#N/A	FALSE
831	AT1G05410	AT1G25490	PvA	#N/A	#N/A	FALSE
832	AT1G25490	AT2G35900	PvA	#N/A	#N/A	FALSE
833	AT1G25490	AT1G51520	PvA	#N/A	#N/A	FALSE
834	AT5G25890	AT5G59730	PvA	#N/A	#N/A	FALSE
835	AT5G18580	AT5G25890	PvA	#N/A	#N/A	FALSE
836	AT4G14160	AT5G19000	PvA	#N/A	#N/A	FALSE
837	AT1G25490	AT3G14080	PvA	#N/A	#N/A	FALSE
838	AT1G25490	AT3G56270	PvA	#N/A	#N/A	FALSE
839	AT1G11430	AT1G25490	PvA	#N/A	#N/A	FALSE
840	AT4G17615	AT5G10930	PvA	HQ	binary	TRUE
841	AT2G38270	AT5G25890	PvA	#N/A	#N/A	FALSE
842	AT4G17615	AT5G35410	PvA	HQ	HQ	TRUE
843	AT1G28360	AT1G77770	PvA	#N/A	#N/A	FALSE
844	AT5G14070	AT5G65210	PvA	#N/A	#N/A	FALSE
845	AT2G39760	AT5G28770	PvA	#N/A	#N/A	FALSE
846	AT1G51950	AT5G25890	PvA	HQ	HQ	TRUE
847	AT1G25490	AT1G53000	PvA	#N/A	#N/A	FALSE
848	AT5G13180	AT5G19000	PvA	#N/A	#N/A	FALSE
849	AT2G30540	AT5G65210	PvA	#N/A	#N/A	FALSE
850	AT1G25490	AT5G57950	PvA	#N/A	#N/A	FALSE
851	AT1G28360	AT5G24660	PvA	binary	binary	TRUE
852	AT1G17380	AT3G02090	PvA	#N/A	#N/A	FALSE
853	AT4G15670	AT5G65210	PvA	#N/A	#N/A	FALSE
854	AT1G28360	AT2G44740	PvA	#N/A	#N/A	FALSE
855	AT3G44610	AT4G17490	PvA	#N/A	#N/A	FALSE
856	AT3G02000	AT5G65210	PvA	binary	#N/A	TRUE
857	AT1G76080	AT5G19000	PvA	#N/A	#N/A	FALSE
858	AT1G04710	AT1G29260	PvA	#N/A	#N/A	FALSE
859	AT3G04300	AT5G10930	PvA	#N/A	#N/A	FALSE
860	AT4G17500	AT5G41650	PvA	#N/A	#N/A	FALSE
861	AT1G52340	AT4G33460	PvA	#N/A	#N/A	FALSE
862	AT1G80780	AT4G37580	PvA	#N/A	#N/A	FALSE
863	AT1G66160	AT5G08130	PvA	#N/A	#N/A	FALSE
864	AT3G57290	AT5G08130	PvA	#N/A	#N/A	FALSE
865	AT1G22070	AT5G27560	PvA	#N/A	#N/A	FALSE
866	AT4G11140	AT5G04820	PvA	#N/A	#N/A	FALSE
867	AT1G24590	AT1G68590	PvA	#N/A	#N/A	FALSE
868	AT1G24590	AT3G56270	PvA	#N/A	#N/A	FALSE
869	AT1G24590	AT4G18630	PvA	#N/A	#N/A	FALSE
870	AT1G24590	AT2G38300	PvA	#N/A	#N/A	FALSE
871	AT3G59810	AT5G48870	PvA	#N/A	#N/A	FALSE
872	AT3G13720	AT3G53710	PvA	#N/A	#N/A	FALSE
873	AT5G17300	AT5G24520	PvA	#N/A	#N/A	FALSE
874	AT2G41710	AT2G45640	PvA	#N/A	#N/A	FALSE
875	AT1G24590	AT5G14070	PvA	#N/A	#N/A	FALSE
876	AT1G22070	AT3G27560	PvA	#N/A	#N/A	FALSE
877	AT1G24590	AT2G42750	PvA	#N/A	#N/A	FALSE
878	AT1G24590	AT2G24860	PvA	#N/A	#N/A	FALSE
879	AT1G24590	AT5G49210	PvA	#N/A	#N/A	FALSE
880	AT1G24590	AT2G33430	PvA	#N/A	#N/A	FALSE
881	AT5G08130	AT5G67220	PvA	#N/A	#N/A	FALSE
882	AT1G01260	AT3G43440	PvA	#N/A	binary	TRUE
883	AT2G41710	AT3G56900	PvA	#N/A	#N/A	FALSE
884	AT1G24590	AT5G24660	PvA	#N/A	#N/A	FALSE
885	AT4G00180	AT5G08130	PvA	#N/A	#N/A	FALSE
886	AT1G17980	AT5G08130	PvA	#N/A	#N/A	FALSE
887	AT1G22070	AT5G06960	PvA	#N/A	#N/A	FALSE
888	AT1G22070	AT2G30540	PvA	#N/A	#N/A	FALSE
889	AT1G22070	AT3G18210	PvA	#N/A	#N/A	FALSE
890	AT1G06180	AT2G04630	PvA	#N/A	#N/A	FALSE
891	AT3G23060	AT5G08130	PvA	#N/A	#N/A	FALSE
892	AT1G22070	AT4G12100	PvA	#N/A	#N/A	FALSE
893	AT5G23710	AT5G57685	PvA	#N/A	#N/A	FALSE
894	AT1G54380	AT5G48870	PvA	#N/A	#N/A	FALSE
895	AT5G08130	AT5G18260	PvA	#N/A	#N/A	FALSE
896	AT2G22880	AT3G01970	PvA	#N/A	#N/A	FALSE
897	AT2G30120	AT5G08130	PvA	#N/A	#N/A	FALSE
898	AT1G22070	AT4G15670	PvA	#N/A	#N/A	FALSE
899	AT1G06460	AT4G11140	PvA	#N/A	#N/A	FALSE
900	AT1G22070	AT1G28480	PvA	#N/A	#N/A	FALSE
901	AT1G11810	AT2G33860	PvA	#N/A	#N/A	FALSE
902	AT1G67340	AT2G32460	PvA	#N/A	#N/A	FALSE
903	AT4G02485	AT5G04190	PvA	#N/A	#N/A	FALSE
904	AT5G05360	AT5G41920	PvA	#N/A	#N/A	FALSE
905	AT1G22070	AT3G02000	PvA	HQ	HQ	TRUE
906	AT1G10760	AT1G71260	PvA	#N/A	#N/A	FALSE
907	AT1G76680	AT3G63260	PvA	#N/A	#N/A	FALSE
908	AT5G24520	AT5G43650	PvA	#N/A	#N/A	FALSE
909	AT1G06180	AT5G51940	PvA	#N/A	#N/A	FALSE
910	AT3G28710	AT5G14750	PvA	#N/A	#N/A	FALSE
911	AT2G03710	AT5G41920	PvA	#N/A	#N/A	FALSE
912	AT1G22070	AT5G11010	PvA	#N/A	#N/A	FALSE
913	AT2G32600	AT4G11140	PvA	#N/A	#N/A	FALSE
914	AT2G33860	AT5G41650	PvA	#N/A	#N/A	FALSE
915	AT3G11410	AT5G16080	PvA	#N/A	#N/A	FALSE
916	AT2G30980	AT5G65300	PvA	#N/A	#N/A	FALSE
917	AT1G02690	AT1G04550	PvA	#N/A	#N/A	FALSE
918	AT1G04550	AT5G18580	PvA	#N/A	#N/A	FALSE
919	AT2G35900	AT5G59220	PvA	#N/A	#N/A	FALSE
920	AT3G07090	AT3G11410	PvA	#N/A	#N/A	FALSE
921	AT3G11410	AT3G56270	PvA	#N/A	#N/A	FALSE
922	AT3G11410	AT4G37240	PvA	#N/A	#N/A	FALSE
923	AT1G04550	AT2G36145	PvA	#N/A	#N/A	FALSE
924	AT5G07690	AT5G62520	PvA	#N/A	#N/A	FALSE
925	AT3G11410	AT4G25670	PvA	#N/A	#N/A	FALSE
926	AT1G04550	AT1G51950	PvA	HQ	HQ	TRUE
927	AT1G04550	AT5G62520	PvA	#N/A	#N/A	FALSE
928	AT2G33430	AT3G11410	PvA	#N/A	#N/A	FALSE
929	AT1G35210	AT2G30980	PvA	#N/A	#N/A	FALSE
930	AT2G22090	AT5G06770	PvA	#N/A	#N/A	FALSE
931	AT1G48450	AT2G22090	PvA	#N/A	#N/A	FALSE
932	AT3G19820	AT3G54130	PvA	#N/A	#N/A	FALSE
933	AT1G03457	AT2G22090	PvA	#N/A	#N/A	FALSE
934	AT1G04100	AT3G61830	PvA	#N/A	#N/A	FALSE
935	AT1G04550	AT3G17600	PvA	binary	binary	TRUE
936	AT1G04550	AT3G23030	PvA	#N/A	#N/A	FALSE
937	AT1G04100	AT1G04550	PvA	#N/A	#N/A	FALSE
938	AT2G22090	AT2G38610	PvA	#N/A	#N/A	FALSE
939	AT1G54080	AT2G22090	PvA	binary	#N/A	TRUE
940	AT2G22090	AT3G19130	PvA	#N/A	#N/A	FALSE
941	AT1G27650	AT2G16940	PvA	#N/A	#N/A	FALSE
942	AT3G22490	AT5G59220	PvA	#N/A	#N/A	FALSE
943	AT2G17190	AT2G35635	PvA	#N/A	#N/A	FALSE
944	AT3G61830	AT5G13930	PvA	#N/A	#N/A	FALSE
945	AT5G17490	AT5G63670	PvA	#N/A	#N/A	FALSE
946	AT1G03860	AT5G17490	PvA	#N/A	#N/A	FALSE
947	AT3G07670	AT5G17490	PvA	#N/A	#N/A	FALSE
948	AT2G37560	AT5G17490	PvA	#N/A	#N/A	FALSE
949	AT1G02690	AT5G05410	PvA	#N/A	#N/A	FALSE
950	AT1G76420	AT4G25740	PvA	#N/A	#N/A	FALSE
951	AT1G76420	AT5G52650	PvA	#N/A	#N/A	FALSE
952	AT3G02140	AT4G14720	PvA	#N/A	#N/A	FALSE
953	AT1G37130	AT1G37130	PvA	#N/A	binary	TRUE
954	AT3G06790	AT5G17490	PvA	#N/A	#N/A	FALSE
955	AT4G18650	AT5G17490	PvA	#N/A	#N/A	FALSE
956	AT1G11430	AT5G17490	PvA	#N/A	#N/A	FALSE
957	AT5G15802	AT5G17490	PvA	#N/A	#N/A	FALSE
958	AT4G14720	AT4G32295	PvA	#N/A	#N/A	FALSE
959	AT3G46630	AT5G17490	PvA	#N/A	#N/A	FALSE
960	AT5G14070	AT5G17490	PvA	#N/A	#N/A	FALSE
961	AT4G14720	AT4G16143	PvA	#N/A	#N/A	FALSE
962	AT3G29350	AT4G14720	PvA	#N/A	#N/A	FALSE
963	AT1G56170	AT4G14713	PvA	#N/A	#N/A	FALSE
964	AT4G14713	AT5G63470	PvA	#N/A	#N/A	FALSE
965	AT1G56170	AT4G14720	PvA	#N/A	#N/A	FALSE
966	AT4G14720	AT5G63470	PvA	#N/A	#N/A	FALSE
967	AT3G17090	AT5G18020	PvA	#N/A	#N/A	FALSE
968	AT5G02760	AT5G18020	PvA	#N/A	#N/A	FALSE
969	AT1G66370	AT5G18580	PvA	#N/A	#N/A	FALSE
970	AT1G66370	AT2G01620	PvA	#N/A	#N/A	FALSE
971	AT1G01560	AT1G08780	PvA	#N/A	#N/A	FALSE
972	AT1G23860	AT5G54580	PvA	#N/A	#N/A	FALSE
973	AT1G23860	AT4G32660	PvA	#N/A	#N/A	FALSE
974	AT1G66370	AT3G58650	PvA	#N/A	#N/A	FALSE
975	AT1G31880	AT4G18830	PvA	#N/A	#N/A	FALSE
976	AT1G31880	AT5G42050	PvA	#N/A	#N/A	FALSE
977	AT1G31880	AT1G56450	PvA	#N/A	#N/A	FALSE
978	AT1G10650	AT1G31880	PvA	#N/A	#N/A	FALSE
979	AT3G49950	AT4G32570	PvA	#N/A	#N/A	FALSE
980	AT3G24730	AT4G32570	PvA	#N/A	#N/A	FALSE
981	AT1G12840	AT4G32570	PvA	#N/A	#N/A	FALSE
982	AT2G05170	AT4G32570	PvA	#N/A	#N/A	FALSE
983	AT2G39760	AT5G51100	PvA	#N/A	#N/A	FALSE
984	AT2G39760	AT5G25340	PvA	#N/A	#N/A	FALSE
985	AT1G24590	AT5G48335	PvA	#N/A	#N/A	FALSE
986	AT1G24590	AT5G05790	PvA	#N/A	#N/A	FALSE
987	AT1G23860	AT3G50670	PvA	HQ	HQ	TRUE
